1;Argentina;1;2;Arabia Saudita;
1;Argentina;2;0;Mexico;
1;Polonia;0;2;Argentina;
1;Argentina;2;1;Australia;
1;Países Bajos;3;4;Argentina;
1;Argentina;3;0;Croacia;
1;Argentina;4;2;Francia;
